Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-51650.0;-51650;6;2;0;0
2;-89300;-70475;19;0;0;0
3;-71700;-70883;8;1;0;0
4;-57900;-67638;11;1;0;0
5;-74400;-68990;7;0;0;0
6;-77900;-70475;9;0;0;0
7;-55250;-68300;9;1;0;0
8;-144950;-77881;41;1;0;0
9;-73550;-77400;7;0;0;0
10;-32800;-72940;9;2;0;0
11;-34000;-69400;8;2;0;0
12;-72000;-69617;9;2;0;0
13;-51650;-68235;5;0;0;0
14;-56650;-67407;15;1;0;0
15;-79800;-68233;15;2;0;0
16;-54950;-67403;8;1;0;0
17;-72650;-67712;6;0;0;0
18;-70650;-67875;5;1;0;0
19;-55250;-67211;9;1;0;0
20;-63650;-67032;21;2;0;0
21;-69500;-67150;7;1;0;0
22;-55500;-66620;10;1;0;0
23;-76400;-67046;9;1;0;0
24;-71950;-67250;5;0;0;0
25;-91150;-68206;19;1;0;0
26;-71150;-68319;6;1;0;0
27;-69900;-68378;5;0;0;0
28;-71150;-68477;6;1;0;0
29;-51650;-67897;5;0;0;0
30;-72650;-68055;6;0;0;0
31;-90850;-68790;18;1;0;0
32;-53100;-68300;7;0;0;0
33;-81750;-68708;14;1;0;0
34;-157150;-71309;34;1;0;0
35;-69400;-71254;5;1;0;0
36;-54400;-70786;9;1;0;0
37;-73700;-70865;6;0;0;0
38;-50150;-70320;5;1;0;0
39;-74000;-70414;11;1;0;0
40;-59200;-70134;12;1;0;0
41;-72200;-70184;6;1;0;0
42;-66400;-70094;17;0;0;0
43;-48850;-69600;5;2;0;0
44;-78500;-69802;13;0;0;0
45;-81300;-70058;14;1;0;0
46;-10100;-68754;7;1;0;0
47;-40750;-68159;11;3;0;0
48;-74500;-68291;9;1;0;0
49;-69750;-68320;6;0;0;0
50;-70900;-68372;5;0;0;0
51;-82650;-68652;14;0;0;0
52;-69200;-68662;5;1;0;0
53;-49100;-68293;6;3;0;0
54;-70400;-68332;7;2;0;0
55;-56050;-68109;8;0;0;0
56;-56900;-67909;8;0;0;0
57;-71800;-67977;6;0;0;0
58;-72900;-68062;7;1;0;0
59;-70950;-68111;5;0;0;0
60;-70650;-68153;5;1;0;0
61;-53400;-67911;7;2;0;0
62;-53400;-67677;6;0;0;0
63;-70900;-67729;5;0;0;0
64;-38450;-67271;11;0;0;0
65;-69400;-67304;5;1;0;0
66;-52600;-67081;7;1;0;0
67;-74750;-67196;10;2;0;0
68;-124250;-68035;29;0;0;0
69;-70900;-68076;5;0;0;0
70;-51650;-67841;5;0;0;0
71;-51200;-67607;9;3;0;0
72;-50600;-67371;5;0;0;0
73;-72650;-67443;7;2;0;0
74;-70900;-67490;5;0;0;0
75;-76250;-67607;10;1;0;0
76;-69450;-67631;5;1;0;0
77;-53400;-67446;6;0;0;0
78;-54300;-67278;7;0;0;0
79;-73650;-67358;8;1;0;0
80;-55650;-67212;16;2;0;0
81;-143550;-68154;26;3;0;0
82;-69150;-68166;5;2;0;0
83;-75250;-68252;12;0;0;0
84;-71800;-68294;7;1;0;0
85;-132750;-69052;17;3;0;0
86;-56050;-68901;8;0;0;0
87;-89400;-69137;17;0;0;0
88;-61300;-69048;11;0;0;0
89;-53300;-68871;7;0;0;0
90;-132350;-69576;13;2;0;0
91;-105350;-69969;17;1;0;0
92;-71800;-69989;6;0;0;0
93;-117800;-70503;38;4;0;0
94;-73550;-70536;7;0;0;0
95;-72200;-70553;6;1;0;0
96;-56900;-70411;8;0;0;0
97;-51850;-70220;6;2;0;0
98;-31100;-69820;5;1;0;0
99;-51400;-69634;5;1;0;0
100;-73000;-69668;8;0;0;0
101;-61550;-69588;16;2;0;0
102;-70100;-69593;6;1;0;0
103;-98500;-69873;16;4;0;0
104;-73600;-69909;7;0;0;0
105;-71350;-69923;6;0;0;0
106;-71050;-69933;8;2;0;0
107;-85550;-70079;19;1;0;0
108;-70650;-70085;5;1;0;0
109;-81700;-70191;13;0;0;0
110;-103150;-70491;16;1;0;0
111;-83800;-70611;17;2;0;0
112;-51750;-70442;7;1;0;0
113;-75050;-70483;11;1;0;0
114;-40750;-70222;11;2;0;0
115;-70900;-70228;5;0;0;0
116;-75450;-70273;7;0;0;0
117;-58950;-70176;11;0;0;0
118;-80250;-70262;14;0;0;0
119;-73550;-70289;7;0;0;0
120;-48850;-70111;5;2;0;0
121;-70900;-70117;5;0;0;0
122;-52550;-69973;7;1;0;0
123;-54900;-69851;7;1;0;0
124;-122050;-70272;22;2;0;0
125;-51650;-70123;5;0;0;0
126;-72400;-70141;6;1;0;0
127;-87700;-70279;28;1;0;0
128;-104300;-70545;16;1;0;0
129;-53150;-70410;6;1;0;0
130;-51500;-70265;9;0;0;0
131;-64150;-70218;13;1;0;0
132;-76150;-70263;8;0;0;0
133;-72650;-70281;6;0;0;0
134;-46300;-70102;7;1;0;0
135;-73700;-70129;6;0;0;0
136;-89650;-70272;23;2;0;0
137;-51650;-70136;5;0;0;0
138;-71600;-70147;7;1;0;0
139;-75350;-70184;9;1;0;0
140;-74400;-70214;7;0;0;0
141;-53900;-70099;7;0;0;0
142;-51400;-69967;5;1;0;0
143;-70450;-69970;5;1;0;0
144;-55550;-69870;11;1;0;0
145;-73700;-69897;6;0;0;0
146;-54650;-69792;10;1;0;0
147;-78000;-69848;16;1;0;0
148;-75250;-69884;12;1;0;0
149;-79300;-69948;12;0;0;0
150;-52800;-69833;7;0;0;0
151;-72950;-69854;8;1;0;0
152;-70300;-69857;6;0;0;0
153;-72400;-69874;6;1;0;0
154;-54050;-69771;7;1;0;0
155;-71950;-69785;5;0;0;0
156;-79100;-69845;12;1;0;0
157;-141000;-70298;16;1;0;0
158;-51400;-70178;5;1;0;0
159;-78950;-70233;9;0;0;0
160;-71800;-70243;7;1;0;0
161;-70450;-70244;5;1;0;0
162;-70950;-70249;5;0;0;0
163;-75450;-70281;11;1;0;0
164;-88250;-70390;24;2;0;0
165;-54350;-70293;8;1;0;0
166;-69650;-70289;5;1;0;0
167;-72700;-70304;6;0;0;0
168;-72400;-70316;6;1;0;0
169;-74600;-70341;7;0;0;0
170;-74850;-70368;8;1;0;0
171;-77950;-70412;20;2;0;0
172;-79250;-70464;14;1;0;0
173;-73400;-70481;7;0;0;0
174;-72750;-70494;7;0;0;0
175;-69150;-70486;5;2;0;0
176;-56900;-70409;8;0;0;0
177;-70450;-70409;5;1;0;0
178;-69900;-70406;6;1;0;0
179;-74000;-70426;8;0;0;0
180;-72800;-70439;12;0;0;0
181;-51650;-70336;5;0;0;0
182;-78500;-70380;13;0;0;0
183;-84950;-70460;14;0;0;0
184;-74400;-70482;7;0;0;0
185;-53400;-70389;6;0;0;0
186;-75300;-70416;13;1;0;0
187;-52550;-70320;6;0;0;0
188;-51650;-70221;5;0;0;0
189;-77850;-70261;13;2;0;0
190;-73700;-70279;6;0;0;0
191;-69900;-70277;6;1;0;0
192;-50400;-70174;5;0;0;0
193;-118550;-70424;31;2;0;0
194;-77550;-70461;15;2;0;0
195;-71950;-70469;5;0;0;0
196;-70900;-70471;5;0;0;0
197;-52800;-70381;7;0;0;0
198;-75450;-70407;7;0;0;0
199;-50150;-70305;5;1;0;0
200;-152050;-70714;26;2;0;0
201;-51900;-70620;6;1;0;0
202;-72100;-70627;7;0;0;0
203;-110650;-70825;18;1;0;0
204;-73700;-70839;6;0;0;0
205;-75350;-70861;9;0;0;0
206;-69450;-70854;5;1;0;0
207;-52850;-70767;7;1;0;0
208;-94500;-70881;31;1;0;0
209;-72700;-70890;6;0;0;0
210;-76300;-70915;11;1;0;0
211;-72750;-70924;8;1;0;0
212;-71200;-70925;6;1;0;0
213;-70900;-70925;5;0;0;0
214;-113000;-71122;25;3;0;0
215;-71400;-71123;6;0;0;0
216;-56100;-71054;9;1;0;0
217;-70950;-71053;7;1;0;0
218;-73550;-71065;7;0;0;0
219;-70900;-71064;5;0;0;0
220;-50650;-70971;5;0;0;0
221;-50100;-70877;5;2;0;0
