Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-21000.0;-21000;6;0;0;0
2;-26350;-23675;19;0;0;0
3;-26100;-24483;21;0;0;0
4;-28500;-25488;17;0;0;0
5;-19650;-24320;5;0;0;0
6;-61000;-30433;86;0;0;0
7;-23850;-29493;5;0;0;0
8;-27100;-29194;29;0;0;0
9;-20750;-28256;6;0;0;0
10;-20150;-27445;7;0;0;0
11;-23900;-27123;10;0;0;0
12;-26700;-27088;18;0;0;0
13;-21300;-26642;8;0;0;0
14;-36250;-27329;19;0;0;0
15;-27950;-27370;32;0;0;0
16;-15250;-26612;13;0;0;0
17;-52200;-28118;39;0;0;0
18;-18550;-27586;12;0;0;0
19;-16500;-27003;14;0;0;0
20;-20800;-26692;6;0;0;0
21;-36750;-27171;20;0;0;0
22;10500;-25459;2;1;0;0
23;-22750;-25341;11;0;0;0
24;-35000;-25744;17;0;0;0
25;-17700;-25422;11;0;0;0
26;-32150;-25681;27;0;0;0
27;-24350;-25631;13;0;0;0
28;-25350;-25621;11;0;0;0
29;-23650;-25553;9;0;0;0
30;-26650;-25590;12;0;0;0
31;-60350;-26711;51;0;0;0
32;-22550;-26581;8;0;0;0
33;-27000;-26594;13;0;0;0
34;-17350;-26322;16;0;0;0
35;-16750;-26049;16;0;0;0
36;-14950;-25740;7;0;0;0
37;-30000;-25855;23;0;0;0
38;-26150;-25863;44;0;0;0
39;-28900;-25941;26;0;0;0
40;8300;-25085;1;1;0;0
41;-20600;-24976;14;0;0;0
42;-16300;-24769;8;0;0;0
43;-31250;-24920;29;0;0;0
44;-24250;-24905;16;0;0;0
45;-34550;-25119;27;0;0;0
46;-24150;-25098;16;0;0;0
47;-40150;-25418;23;0;0;0
48;-25200;-25414;10;0;0;0
49;-23750;-25380;6;0;0;0
50;-19300;-25258;6;0;0;0
51;-13750;-25032;7;0;0;0
52;-24700;-25026;14;0;0;0
53;-22000;-24969;8;0;0;0
54;-15600;-24795;11;0;0;0
55;-20750;-24722;6;0;0;0
56;-20650;-24649;18;0;0;0
57;-32200;-24782;15;0;0;0
58;-26200;-24806;16;0;0;0
59;-30200;-24897;18;0;0;0
60;-38300;-25121;29;0;0;0
61;-19300;-25025;7;0;0;0
62;-92850;-26119;96;0;0;0
63;-25400;-26108;12;0;0;0
64;-14950;-25934;5;0;0;0
65;10500;-25373;1;1;0;0
66;-21250;-25311;8;0;0;0
67;-22950;-25275;8;0;0;0
68;-19650;-25193;5;0;0;0
69;5950;-24741;8;1;0;0
70;-21900;-24701;12;0;0;0
71;-45750;-24997;37;0;0;0
72;-24350;-24988;13;0;0;0
73;-22600;-24955;9;0;0;0
74;-23250;-24932;6;0;0;0
75;-21850;-24891;7;0;0;0
76;-26600;-24914;8;0;0;0
77;-29700;-24976;16;0;0;0
78;-79250;-25672;96;0;0;0
79;-22750;-25635;11;0;0;0
80;-55350;-26006;61;0;0;0
81;-20900;-25943;16;0;0;0
82;-14300;-25801;13;0;0;0
83;-46400;-26049;38;0;0;0
84;-40250;-26218;49;0;0;0
85;-23300;-26184;11;0;0;0
86;-19650;-26108;5;0;0;0
87;-23450;-26078;18;0;0;0
88;-23150;-26044;15;0;0;0
89;-18200;-25956;10;0;0;0
90;-25350;-25949;17;0;0;0
91;-38800;-26091;32;0;0;0
92;-25350;-26083;17;0;0;0
93;-33850;-26166;26;0;0;0
94;-20150;-26102;9;0;0;0
95;-23700;-26077;11;0;0;0
96;-14950;-25961;5;0;0;0
97;-20750;-25907;6;0;0;0
98;-20200;-25849;7;0;0;0
99;-35150;-25943;26;0;0;0
100;-43950;-26123;45;0;0;0
101;-20400;-26066;7;0;0;0
102;-29250;-26098;11;0;0;0
103;-48400;-26314;47;0;0;0
104;-19150;-26245;5;0;0;0
105;-79900;-26756;86;0;0;0
106;-23100;-26722;10;0;0;0
107;-88550;-27300;136;0;0;0
108;-33300;-27355;29;0;0;0
109;-22600;-27311;10;0;0;0
110;-61150;-27619;59;0;0;0
111;-21650;-27565;10;0;0;0
112;-25450;-27546;8;0;0;0
113;-25600;-27529;8;0;0;0
114;-52000;-27744;72;0;0;0
115;-9600;-27586;64;1;0;0
116;-33350;-27636;31;0;0;0
117;-22750;-27594;13;0;0;0
118;-21350;-27541;15;0;0;0
119;-28300;-27547;20;0;0;0
120;-21650;-27498;10;0;0;0
121;-18750;-27426;11;0;0;0
122;-14250;-27318;8;0;0;0
123;-16050;-27226;8;0;0;0
124;-21850;-27183;7;0;0;0
125;-23850;-27156;12;0;0;0
126;-35600;-27223;16;0;0;0
127;-31800;-27259;24;0;0;0
128;-31550;-27293;19;0;0;0
129;-19700;-27234;10;0;0;0
130;-17250;-27157;8;0;0;0
131;-56600;-27382;35;0;0;0
132;-20900;-27333;9;0;0;0
133;-17700;-27261;13;0;0;0
134;-26350;-27254;18;0;0;0
135;-17800;-27184;13;0;0;0
136;-20650;-27136;9;0;0;0
137;-35200;-27195;22;0;0;0
138;-19800;-27141;8;0;0;0
139;-14450;-27050;5;0;0;0
140;-19300;-26994;6;0;0;0
141;-23850;-26972;11;0;0;0
142;-20750;-26928;16;0;0;0
143;-14450;-26841;5;0;0;0
144;-35500;-26901;25;0;0;0
145;-29250;-26917;28;0;0;0
146;-33050;-26959;24;0;0;0
147;-29300;-26975;34;0;0;0
148;-25450;-26965;15;0;0;0
149;-24650;-26949;26;0;0;0
150;-26200;-26944;9;0;0;0
151;-27750;-26950;27;0;0;0
152;-21350;-26913;7;0;0;0
153;9850;-26673;6;1;0;0
154;-20900;-26635;8;0;0;0
155;-24000;-26618;13;0;0;0
156;-16250;-26552;22;0;0;0
157;-26200;-26549;16;0;0;0
158;-31350;-26580;14;0;0;0
159;-20000;-26538;6;1;0;0
160;-25350;-26531;18;0;0;0
161;-23850;-26514;5;0;0;0
162;-18450;-26465;7;0;0;0
163;-20750;-26429;6;0;0;0
164;-21700;-26401;15;0;0;0
165;-18850;-26355;9;0;0;0
166;-33550;-26398;17;0;0;0
167;-20400;-26362;9;0;0;0
168;-20750;-26329;14;0;0;0
169;-17400;-26276;8;0;0;0
170;6450;-26084;23;1;0;0
171;-35450;-26138;31;0;0;0
172;-28500;-26152;34;0;0;0
173;-37300;-26216;39;0;0;0
174;-55700;-26386;64;0;0;0
