Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-21850.0;-21850;7;0;0;0
2;-33250;-27550;31;0;0;0
3;-27800;-27633;15;0;0;0
4;-19900;-25700;15;0;0;0
5;-29350;-26430;17;0;0;0
6;-24500;-26108;9;0;0;0
7;-24250;-25843;10;0;0;0
8;-28600;-26188;24;0;0;0
9;-39750;-27694;45;0;0;0
10;-20750;-27000;6;0;0;0
11;-19150;-26286;5;0;0;0
12;-18550;-25642;6;0;0;0
13;-22650;-25412;14;0;0;0
14;-16050;-24743;6;0;0;0
15;-30750;-25143;15;0;0;0
16;-28250;-25338;16;0;0;0
17;-26400;-25400;13;0;0;0
18;-63550;-27519;56;0;0;0
19;-22950;-27279;8;0;0;0
20;-45250;-28178;29;0;0;0
21;-14950;-27548;7;0;0;0
22;-11950;-26839;7;0;0;0
23;-25600;-26785;10;0;0;0
24;-20750;-26533;6;0;0;0
25;-66900;-28148;88;0;0;0
26;-23750;-27979;6;0;0;0
27;-15850;-27530;8;0;0;0
28;-42700;-28071;36;0;0;0
29;-44000;-28621;37;0;0;0
30;-29650;-28655;29;0;0;0
31;-32750;-28787;21;0;0;0
32;-60200;-29769;34;0;0;0
33;-23750;-29586;6;0;0;0
34;-31550;-29644;21;0;0;0
35;-23550;-29470;17;0;0;0
36;-22850;-29286;11;0;0;0
37;-41900;-29627;44;0;0;0
38;-20550;-29388;9;0;0;0
39;-18950;-29121;17;0;0;0
40;-23050;-28969;17;0;0;0
41;-26300;-28904;18;0;0;0
42;-54950;-29524;74;0;0;0
43;-25150;-29422;20;0;0;0
44;-20250;-29214;6;0;0;0
45;-19850;-29006;23;0;0;0
46;-22950;-28874;8;0;0;0
47;-37850;-29065;43;0;0;0
48;-14450;-28760;5;0;0;0
49;8300;-28004;1;1;0;0
50;-38350;-28211;42;0;0;0
51;-53300;-28703;78;0;0;0
52;-33150;-28788;26;0;0;0
53;-19050;-28605;6;0;0;0
54;-34950;-28722;46;0;0;0
55;-19650;-28557;5;0;0;0
56;-28150;-28550;21;0;0;0
57;-82400;-29495;86;0;0;0
58;9350;-28825;8;1;0;0
59;-16300;-28613;13;0;0;0
60;-23850;-28533;24;0;0;0
61;-19050;-28378;8;0;0;0
62;-16100;-28180;11;0;0;0
63;-31800;-28237;20;0;0;0
64;-20250;-28112;6;0;0;0
65;-15450;-27918;6;0;0;0
66;-20800;-27810;13;0;0;0
67;-36750;-27943;15;0;0;0
68;-24950;-27899;14;0;0;0
69;-59500;-28357;65;0;0;0
70;-22150;-28269;11;0;0;0
71;-19150;-28140;5;0;0;0
72;-23950;-28082;12;0;0;0
73;-16700;-27926;10;0;0;0
74;-21250;-27836;8;0;0;0
75;-35500;-27938;37;0;0;0
76;-24200;-27889;12;0;0;0
77;-24950;-27851;6;0;0;0
78;-22350;-27780;9;0;0;0
79;-32000;-27834;22;0;0;0
80;-28600;-27843;15;0;0;0
81;-53650;-28162;80;0;0;0
82;-21050;-28075;10;0;0;0
83;-26900;-28061;15;0;0;0
84;-19650;-27961;5;0;0;0
85;-15200;-27811;7;0;0;0
86;-14050;-27651;12;0;0;0
87;-25600;-27627;26;0;0;0
88;-19650;-27536;5;0;0;0
89;-19050;-27441;6;0;0;0
90;-33650;-27510;33;0;0;0
91;-23750;-27469;14;0;0;0
92;-23350;-27424;13;0;0;0
93;-8500;-27220;41;1;0;0
94;-16650;-27108;7;0;0;0
95;9800;-26719;5;1;0;0
96;-25050;-26702;13;0;0;0
97;-20650;-26640;9;0;0;0
98;-19900;-26571;14;0;0;0
99;-30350;-26609;33;0;0;0
100;-9650;-26440;8;0;0;0
101;-19650;-26372;7;0;0;0
102;-24250;-26351;16;0;0;0
103;-21250;-26302;10;0;0;0
104;-24850;-26288;7;0;0;0
105;-20250;-26230;19;0;0;0
106;-19400;-26166;17;0;0;0
107;-18850;-26098;13;0;0;0
108;-20700;-26048;14;0;0;0
109;-23350;-26023;10;0;0;0
110;-19950;-25968;9;0;0;0
111;-20350;-25917;15;0;0;0
112;-13400;-25805;7;0;0;0
113;-28900;-25833;13;0;0;0
114;-14250;-25731;7;0;0;0
115;-38700;-25844;26;0;0;0
116;-15900;-25758;19;0;0;0
117;-47500;-25944;45;0;0;0
118;-20250;-25896;14;0;0;0
119;-14350;-25799;23;1;0;0
120;-17950;-25733;7;0;0;0
121;-20300;-25688;6;0;0;0
122;4750;-25439;19;1;0;0
123;-33400;-25504;32;0;0;0
124;-36500;-25592;16;0;0;0
125;-20400;-25551;7;0;0;0
126;-25900;-25554;12;0;0;0
127;-38700;-25657;15;0;0;0
128;-33050;-25715;35;0;0;0
129;-34250;-25781;37;0;0;0
130;-18500;-25725;25;0;0;0
131;-23250;-25706;6;0;0;0
132;-37000;-25792;50;0;0;0
133;-21700;-25761;33;0;0;0
134;-74200;-26122;70;0;0;0
135;-36550;-26200;34;0;0;0
136;-2850;-26028;47;1;0;0
137;-12450;-25929;7;0;0;0
138;-25700;-25927;26;0;0;0
139;-950;-25747;14;1;0;0
140;-24950;-25742;13;0;0;0
141;-37400;-25824;36;0;0;0
142;-30750;-25859;22;0;0;0
143;-26400;-25863;13;0;0;0
144;-14450;-25784;5;0;0;0
145;-19700;-25742;18;0;0;0
146;-23350;-25725;16;0;0;0
147;-37150;-25803;61;0;0;0
148;-21350;-25773;7;0;0;0
149;-20750;-25739;8;0;0;0
150;9600;-25504;9;1;0;0
151;-21650;-25478;11;0;0;0
152;-39550;-25571;25;0;0;0
153;-29200;-25594;17;0;0;0
154;-24200;-25585;29;0;0;0
155;-18550;-25540;12;0;0;0
156;-12350;-25455;23;0;0;0
157;10250;-25228;14;1;0;0
158;-24300;-25222;26;0;0;0
159;-26200;-25228;20;0;0;0
160;-15150;-25165;11;0;0;0
161;-29450;-25192;47;0;0;0
162;-23900;-25184;8;0;0;0
