Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-35200.0;-35200;5;0;0;0
2;-45120;-40160;24;0;0;1
3;-35690;-38670;11;0;0;0
4;-50550;-41640;7;0;0;0
5;-31780;-39668;9;0;0;0
6;-24620;-37160;16;0;0;0
7;-43280;-38034;22;0;0;0
8;-47800;-39255;5;0;0;0
9;-33990;-38670;9;0;0;0
10;-43560;-39159;20;0;0;2
11;-37280;-38988;14;0;0;0
12;-101920;-44232;95;2;0;2
13;-17020;-42139;25;0;0;2
14;-18040;-40418;6;0;0;0
15;-20280;-39075;12;0;0;0
16;-35300;-38839;9;0;0;0
17;-20770;-37776;13;0;0;0
18;-17050;-36625;10;1;0;2
19;-23790;-35949;6;0;0;0
20;-48570;-36580;25;0;0;1
21;-35200;-36515;5;0;0;0
22;-35140;-36452;6;0;0;0
23;-39520;-36586;20;0;0;0
24;-37890;-36640;14;0;0;0
25;-5430;-35392;8;0;0;0
26;-29030;-35147;20;0;0;0
27;-37500;-35234;14;1;0;0
28;-35200;-35233;5;0;0;0
29;-47100;-35642;40;1;0;3
30;-67600;-36707;38;1;0;3
31;-23600;-36285;6;0;0;0
32;-39150;-36374;14;2;0;0
33;-41180;-36520;19;0;0;0
34;-33500;-36431;8;0;0;0
35;-4790;-35527;7;0;0;0
36;-23520;-35193;15;0;0;0
37;-24890;-34915;7;0;0;0
38;-55900;-35467;17;0;0;1
39;-31790;-35373;7;0;0;0
40;-89830;-36734;65;0;0;2
41;-21350;-36359;8;0;0;0
42;-34530;-36315;11;0;0;0
43;-28680;-36138;24;0;0;1
44;-28160;-35957;31;0;0;1
45;-18390;-35566;18;0;0;1
46;-35200;-35558;5;0;0;0
47;-15880;-35140;18;0;0;1
48;-27970;-34990;19;0;0;0
49;-52700;-35352;28;0;0;0
50;-18580;-35016;8;0;0;0
51;-108780;-36463;77;3;0;2
52;-47790;-36680;7;0;0;0
53;-34150;-36633;10;1;0;1
54;-39350;-36683;13;0;0;0
55;-39540;-36735;11;0;0;0
56;-47290;-36923;7;0;0;0
57;-49440;-37143;9;0;0;0
58;-47850;-37328;5;0;0;0
59;-33980;-37271;11;0;0;0
60;-36170;-37252;15;0;0;0
