Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-29700.0;-29700;5;0;0;0
2;-44750;-37225;16;0;0;0
3;-23250;-32567;9;0;0;0
4;-38850;-34138;5;0;0;0
5;-23100;-31930;12;0;0;0
6;-44150;-33967;10;0;0;0
7;-29700;-33357;5;0;0;0
8;10500;-27875;1;1;0;0
9;-74550;-33061;42;0;0;0
10;-30300;-32785;6;0;0;0
11;-29700;-32505;5;0;0;0
12;-64550;-35175;41;0;0;0
13;-31950;-34927;10;0;0;0
14;-75650;-37836;31;0;0;0
15;-53800;-38900;20;0;0;0
16;-41000;-39031;16;0;0;0
17;-82000;-41559;38;0;0;0
18;-40650;-41508;7;0;0;0
19;-45350;-41711;12;0;0;0
20;-35100;-41380;13;0;0;0
21;-46600;-41629;30;0;0;0
22;-60950;-42507;31;0;0;0
23;-37950;-42309;19;0;0;0
24;-34100;-41967;14;0;0;0
25;-43050;-42010;11;0;0;0
26;-46300;-42175;22;0;0;0
27;-40700;-42120;7;0;0;0
28;-20050;-41332;5;0;0;0
29;-40100;-41290;6;0;0;0
30;-36850;-41142;14;0;0;0
31;-69450;-42055;40;0;0;0
32;-38800;-41953;5;0;0;0
33;-41000;-41924;7;0;0;0
34;-28350;-41525;5;1;0;0
35;-57950;-41994;33;0;0;0
36;-41200;-41972;8;0;0;0
37;-35500;-41797;7;0;0;0
38;-42900;-41826;14;0;0;0
39;-47000;-41959;23;0;0;0
40;-29600;-41650;8;0;0;0
41;-38800;-41580;5;0;0;0
42;-42200;-41595;9;0;0;0
43;-40650;-41573;7;0;0;0
44;-41950;-41582;23;0;0;0
45;-48200;-41729;14;0;0;0
46;-21150;-41282;8;0;0;0
47;-48000;-41424;20;0;0;0
48;-28550;-41156;6;0;0;0
49;-52400;-41386;39;0;0;0
50;-32050;-41199;9;0;0;0
51;-39150;-41159;14;0;0;0
52;-43550;-41205;13;0;0;0
53;-42250;-41225;22;0;0;0
54;-29850;-41014;8;0;0;0
55;-36250;-40927;15;0;0;0
56;-35750;-40835;11;0;0;0
57;-25050;-40558;10;0;0;0
58;-33500;-40436;10;0;0;0
59;-88100;-41244;59;0;0;0
60;-41050;-41241;7;0;0;0
61;-66600;-41657;32;0;0;0
62;-29850;-41466;7;0;0;0
63;-40100;-41444;6;0;0;0
64;-43250;-41473;9;0;0;0
65;-93450;-42272;29;0;0;0
66;-30250;-42090;8;0;0;0
67;-60350;-42363;16;0;0;0
68;-43400;-42378;22;0;0;0
69;-40650;-42353;7;0;0;0
70;-131600;-43628;88;0;0;0
71;-39600;-43571;11;0;0;0
72;-29700;-43378;5;0;0;0
73;-54600;-43532;25;0;0;0
74;-41950;-43511;17;0;0;0
75;-41650;-43486;11;0;0;0
76;-26750;-43266;24;0;0;0
77;-39450;-43216;20;0;0;0
78;-37600;-43144;7;0;0;0
79;-39350;-43096;8;0;0;0
80;-66750;-43392;48;0;0;0
81;-25750;-43174;12;1;0;0
82;-96950;-43830;64;0;0;0
83;-41150;-43798;9;0;0;0
84;-38600;-43736;22;0;0;0
85;-45850;-43761;23;0;0;0
86;-41600;-43735;18;0;0;0
87;-38850;-43679;5;0;0;0
88;-52350;-43778;21;0;0;0
89;-41950;-43757;15;0;0;0
90;-49650;-43823;18;0;0;0
91;-29550;-43666;12;0;0;0
92;-39900;-43625;6;0;0;0
93;-60200;-43803;40;0;0;0
94;-30300;-43660;11;0;0;0
95;8300;-43113;1;1;0;0
96;-43700;-43119;11;0;0;0
97;11600;-42555;1;1;0;0
98;-29700;-42423;5;0;0;0
99;-21150;-42209;6;0;0;0
100;-34650;-42133;12;0;0;0
101;-101250;-42718;59;0;0;0
102;-45600;-42747;26;0;0;0
103;-39800;-42718;9;0;0;0
104;-41000;-42701;7;0;0;0
105;-32150;-42601;8;0;0;0
106;-41150;-42587;9;0;0;0
107;-64650;-42793;23;0;0;0
108;-63850;-42988;29;0;0;0
109;-75800;-43289;34;0;0;0
110;-35000;-43214;14;0;0;0
111;-38850;-43175;5;0;0;0
112;-39500;-43142;9;0;0;0
113;-108700;-43722;77;0;0;0
114;-43450;-43720;58;0;0;0
115;-29700;-43598;5;0;0;0
116;-29700;-43478;5;0;0;0
117;-44550;-43487;20;0;0;0
118;-46800;-43515;18;0;0;0
119;-41350;-43497;24;0;0;0
120;-40900;-43475;18;0;0;0
121;-38200;-43432;8;0;0;0
122;-41350;-43415;26;0;0;0
123;-39350;-43382;5;0;0;0
124;-38700;-43344;8;0;0;0
125;-36700;-43291;12;0;0;0
126;-45050;-43305;19;0;0;0
127;-43200;-43304;11;0;0;0
128;-46100;-43326;13;0;0;0
129;-61700;-43468;50;0;0;0
130;-32800;-43386;10;0;0;0
131;-32650;-43304;8;0;0;0
132;-39050;-43272;6;0;0;0
133;-40400;-43250;8;0;0;0
134;-39850;-43225;7;0;0;0
135;-43700;-43229;13;0;0;0
136;-31300;-43141;8;0;0;0
137;-48700;-43181;16;0;0;0
138;-21300;-43023;8;0;0;0
139;-39900;-43000;6;0;0;0
140;-40900;-42985;31;0;0;0
141;-39550;-42961;8;0;0;0
142;-43750;-42967;9;0;0;0
143;-30300;-42878;6;0;0;0
144;-59600;-42994;43;0;0;0
145;-167250;-43851;117;0;0;0
146;-39900;-43824;6;0;0;0
147;-38450;-43787;14;0;0;0
148;-39950;-43761;6;0;0;0
149;-38800;-43728;5;0;0;0
150;-46400;-43746;20;0;0;0
151;-38950;-43714;19;0;0;0
152;-38800;-43682;5;0;0;0
153;-40050;-43658;8;0;0;0
154;-31300;-43578;8;0;0;0
155;-39900;-43554;6;0;0;0
156;-44450;-43560;12;0;0;0
157;-38850;-43530;5;0;0;0
158;-47550;-43555;19;0;0;0
159;-85500;-43819;65;0;0;0
160;-44450;-43823;12;0;0;0
161;-45800;-43835;21;0;0;0
162;-45150;-43844;24;0;0;0
163;7650;-43528;8;1;0;0
164;-48750;-43559;24;0;0;0
165;-36150;-43515;14;0;0;0
166;-25100;-43404;6;0;0;0
167;-53400;-43463;25;0;0;0
168;-40650;-43447;10;1;0;0
169;-47250;-43469;15;0;0;0
170;-42300;-43462;15;0;0;0
171;9200;-43154;23;1;0;0
172;-40100;-43137;6;0;0;0
173;-34650;-43088;17;0;0;0
174;12200;-42770;2;1;0;0
175;-29100;-42692;6;0;0;0
176;-41800;-42687;14;0;0;0
177;-59250;-42780;43;0;0;0
178;-39400;-42761;36;0;0;0
179;-31200;-42697;19;0;0;0
180;-41850;-42692;11;0;0;0
181;-30450;-42624;6;0;0;0
182;-36250;-42589;12;0;0;0
183;-28500;-42512;9;0;0;0
184;-76300;-42696;56;0;0;0
185;-38800;-42675;5;0;0;0
186;-40400;-42663;8;0;0;0
187;-46650;-42684;14;0;0;0
188;-43300;-42687;14;0;0;0
189;-41550;-42681;7;0;0;0
190;-40400;-42669;25;0;0;0
191;-39400;-42652;6;0;0;0
192;-29150;-42582;5;0;0;0
193;-41450;-42576;8;0;0;0
194;-22200;-42471;16;0;0;0
195;-72700;-42626;37;0;0;0
196;-58550;-42707;27;0;0;0
197;-92700;-42961;90;0;0;0
198;-43550;-42964;18;0;0;0
199;-20200;-42849;9;0;0;0
200;-21900;-42745;12;0;0;0
201;-38200;-42722;6;0;0;0
202;-41050;-42714;10;0;0;0
203;-46700;-42733;15;0;0;0
204;-47200;-42755;17;0;0;0
205;-67500;-42876;64;0;0;0
206;-31750;-42822;8;0;0;0
207;-43150;-42824;13;0;0;0
208;-61650;-42914;39;0;0;0
209;-47200;-42935;19;0;0;0
210;-20050;-42826;5;0;0;0
211;-45750;-42840;13;0;0;0
212;-40850;-42830;7;0;0;0
213;-47900;-42854;17;0;0;0
214;-51400;-42894;33;0;0;0
215;-46450;-42910;17;0;0;0
216;-23300;-42820;17;0;0;0
217;-42100;-42816;34;0;0;0
218;-38750;-42798;29;0;0;0
219;-40400;-42787;8;0;0;0
220;-74050;-42929;64;0;0;0
221;-98850;-43182;79;0;0;0
222;-50800;-43216;41;0;0;0
223;-43000;-43215;13;0;0;0
224;-87200;-43412;48;0;0;0
225;-33200;-43366;15;0;0;0
226;-38550;-43345;10;0;0;0
227;-21250;-43248;16;0;0;0
228;-45950;-43259;14;0;0;0
229;-44100;-43263;12;0;0;0
230;-40650;-43252;7;0;0;0
231;13500;-43006;7;1;0;0
