Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-54950.0;-54950;8;0;0;0
2;-59100;-57025;12;1;0;0
3;-48750;-54267;7;1;0;0
4;-117100;-69975;42;0;0;0
5;-80800;-72140;20;2;0;0
6;-107550;-78042;36;0;0;0
7;-70500;-76964;8;1;0;0
8;-50250;-73625;6;1;0;0
9;-70050;-73228;5;1;0;0
10;-73300;-73235;7;0;0;0
11;-102300;-75877;15;2;0;0
12;-99050;-77808;32;1;0;0
13;-163100;-84369;74;3;0;0
14;-76150;-83782;8;0;0;0
15;-77950;-83393;11;1;0;0
16;-77850;-83047;15;0;0;0
17;-72350;-82418;7;0;0;0
18;-32850;-79664;6;3;0;0
19;-50200;-78113;5;0;0;0
20;-83250;-78370;20;1;0;0
21;-49800;-77010;11;3;0;0
22;-72200;-76791;9;1;0;0
23;-61300;-76117;13;0;0;0
24;-60650;-75473;14;1;0;0
25;-83200;-75782;20;3;0;0
26;-49850;-74785;5;1;0;0
27;-50600;-73889;6;0;0;0
28;-53550;-73162;7;0;0;0
29;-69000;-73019;6;0;0;0
30;-78600;-73205;14;0;0;0
31;-72850;-73194;7;0;0;0
32;-94100;-73847;22;0;0;0
33;-76050;-73914;11;0;0;0
34;-49800;-73204;7;1;0;0
35;-36350;-72151;21;5;0;0
36;-77600;-72303;12;0;0;0
37;-82100;-72568;15;0;0;0
38;-52800;-72047;6;0;0;0
39;-77250;-72181;14;0;0;0
40;-76250;-72282;11;1;0;0
41;-85200;-72598;18;0;0;0
42;-71900;-72581;6;0;0;0
43;-83200;-72828;17;1;0;0
44;-71600;-72800;6;1;0;0
45;-17750;-71577;14;2;0;0
46;-49650;-71100;5;2;0;0
47;-74600;-71174;10;0;0;0
48;-77200;-71300;10;1;0;0
49;-75450;-71385;17;0;0;0
50;-227000;-74497;98;5;0;0
51;-70050;-74410;5;1;0;0
52;-91600;-74740;27;0;0;0
53;-81250;-74863;17;0;0;0
54;-116900;-75642;63;5;0;0
55;-93350;-75964;43;1;0;0
56;-70300;-75862;5;0;0;0
57;-75600;-75858;10;0;0;0
58;-61750;-75615;15;1;0;0
59;-83500;-75748;21;2;0;0
60;-72150;-75688;7;1;0;0
61;-51400;-75290;8;1;0;0
62;-74550;-75278;7;0;0;0
63;-76350;-75295;32;4;0;0
64;-150250;-76466;27;2;0;0
65;-72950;-76412;6;0;0;0
66;-118050;-77043;38;3;0;0
67;-67700;-76904;24;1;0;0
68;-80800;-76961;52;5;0;0
69;-114150;-77500;48;2;0;0
70;-40100;-76966;35;8;0;0
71;-71900;-76894;6;0;0;0
72;-85550;-77015;16;0;0;0
73;-113000;-77508;49;3;0;0
74;-30050;-76866;5;0;0;0
75;-154350;-77899;99;3;0;0
76;-67000;-77756;30;5;0;0
77;-49950;-77395;5;0;0;0
78;-76050;-77378;26;4;0;0
79;-73150;-77324;12;1;0;0
80;-52800;-77018;6;0;0;0
81;-127400;-77640;26;2;0;0
82;-53300;-77343;8;0;0;0
83;-34550;-76827;14;0;0;0
84;-57450;-76596;30;0;0;0
85;-101350;-76888;46;5;0;0
86;-70300;-76811;5;0;0;0
87;-83800;-76891;19;3;0;0
88;-91550;-77058;26;0;0;0
89;-50850;-76763;7;1;0;0
90;-72200;-76713;10;0;0;0
91;-157450;-77600;36;2;0;0
92;-30800;-77091;5;1;0;0
93;-55800;-76862;15;3;0;0
94;-72700;-76818;7;0;0;0
95;-48850;-76524;5;1;0;0
96;-139000;-77174;33;1;0;0
97;-71350;-77114;5;0;0;0
98;-65950;-77001;20;2;0;0
99;-80250;-77033;28;4;0;0
100;-73750;-77000;13;1;0;0
101;-91300;-77142;28;1;0;0
102;-63750;-77011;29;4;0;0
103;-78500;-77025;18;2;0;0
104;-84900;-77101;35;1;0;0
105;-102700;-77345;43;3;0;0
106;-73100;-77305;10;0;0;0
107;-74450;-77278;11;1;0;0
108;-74550;-77253;9;0;0;0
109;-82700;-77303;19;0;0;0
110;-74800;-77280;19;2;0;0
111;-50950;-77043;5;1;0;0
112;-77800;-77050;14;0;0;0
113;-96350;-77220;24;1;0;0
114;-45900;-76946;20;0;0;0
115;-29050;-76529;22;1;0;0
116;-83200;-76587;36;4;0;0
117;-68550;-76518;23;1;0;0
118;-54500;-76331;8;1;0;0
119;-101750;-76545;42;4;0;0
120;-81150;-76583;14;1;0;0
121;-48500;-76351;9;0;0;0
122;-77200;-76358;13;0;0;0
123;-78850;-76378;11;0;0;0
124;-120550;-76735;34;1;0;0
125;-74800;-76719;8;1;0;0
126;-33550;-76377;23;3;0;0
127;-108800;-76632;32;3;0;0
128;-71050;-76588;7;1;0;0
129;-72700;-76558;8;1;0;0
130;-73500;-76535;7;0;0;0
131;-48100;-76318;5;0;0;0
132;-116800;-76624;66;2;0;0
133;-61400;-76510;15;1;0;0
134;-74100;-76492;12;3;0;0
135;-49850;-76294;5;1;0;0
136;-102800;-76489;31;3;0;0
137;-130700;-76885;43;3;0;0
138;-44200;-76648;18;1;0;0
139;-53550;-76482;7;0;0;0
140;-146950;-76985;62;5;0;0
141;-72900;-76956;10;1;0;0
142;-72950;-76928;6;0;0;0
143;-51450;-76750;6;1;0;0
144;-90200;-76843;25;2;0;0
145;-58050;-76714;31;1;0;0
146;-64850;-76633;28;2;0;0
147;-29450;-76312;5;2;0;0
148;-39850;-76065;10;1;0;0
149;-84100;-76119;24;0;0;0
150;-70100;-76079;5;0;0;0
151;-84600;-76135;15;0;0;0
152;-61750;-76041;17;1;0;0
153;-28450;-75730;5;2;0;0
154;-53600;-75586;8;1;0;0
155;-79450;-75611;21;2;0;0
156;-31650;-75329;6;0;0;0
157;-70300;-75297;7;0;0;0
158;-70800;-75269;10;4;0;0
159;-71300;-75244;9;1;0;0
160;-81100;-75280;16;1;0;0
161;-86400;-75349;29;2;0;0
162;-76050;-75354;12;1;0;0
163;-153800;-75835;51;2;0;0
164;-114500;-76071;27;4;0;0
165;-74600;-76062;10;2;0;0
166;-69300;-76021;5;0;0;0
167;-141150;-76411;62;0;0;0
168;-69250;-76368;7;1;0;0
169;-84900;-76419;31;4;0;0
170;-74000;-76405;14;1;0;0
171;-124400;-76685;56;6;0;0
172;-74200;-76671;10;1;0;0
173;-80850;-76695;45;3;0;0
174;-73600;-76677;11;1;0;0
175;-77900;-76684;16;0;0;0
176;-31150;-76426;6;1;0;0
177;-70050;-76390;5;1;0;0
178;-75100;-76382;32;3;0;0
179;-166200;-76884;92;8;0;0
180;-71350;-76853;5;0;0;0
181;-51200;-76712;8;2;0;0
182;-29950;-76455;28;1;0;0
183;-69450;-76416;6;1;0;0
184;-66400;-76362;23;1;0;0
185;-79850;-76381;13;1;0;0
186;-71850;-76356;8;1;0;0
187;-85150;-76403;28;3;0;0
188;-70350;-76371;5;0;0;0
189;-70300;-76339;5;0;0;0
190;-50950;-76206;5;1;0;0
191;-72850;-76188;20;1;0;0
192;-24650;-75920;6;3;0;0
193;-71050;-75894;6;0;0;0
194;-64400;-75835;26;2;0;0
195;-50200;-75704;6;2;0;0
196;-49600;-75570;5;2;0;0
197;-55200;-75467;9;1;0;0
198;-84300;-75512;27;2;0;0
199;-107200;-75671;45;1;0;0
200;-57600;-75580;36;1;0;0
201;-77900;-75592;13;1;0;0
202;-67900;-75554;29;2;0;0
203;-58850;-75472;11;1;0;0
204;-58350;-75388;17;1;0;0
205;-54700;-75287;11;0;0;0
206;-54950;-75188;11;2;0;0
207;-91900;-75269;33;4;0;0
208;-59150;-75191;16;1;0;0
209;-93650;-75280;32;0;0;0
210;-70500;-75257;8;1;0;0
211;-64600;-75206;20;3;0;0
212;-88650;-75270;27;2;0;0
213;-55150;-75175;9;1;0;0
214;-75800;-75178;10;1;0;0
215;-71900;-75163;6;0;0;0
216;-75650;-75165;13;1;0;0
217;-71300;-75147;7;0;0;0
218;-113850;-75325;39;0;0;0
219;-69250;-75297;27;2;0;0
220;-55200;-75206;9;1;0;0
221;-77450;-75216;10;0;0;0
222;-66250;-75176;22;5;0;0
223;-76900;-75183;9;0;0;0
224;-74550;-75181;11;1;0;0
225;-61600;-75120;13;1;0;0
226;-70900;-75102;6;0;0;0
227;-93050;-75181;24;1;0;0
228;-62800;-75126;15;1;0;0
229;-109900;-75278;41;2;0;0
230;-70350;-75257;8;2;0;0
231;-58600;-75185;16;2;0;0
232;-114150;-75353;34;0;0;0
233;-58650;-75281;17;1;0;0
234;-67950;-75250;16;0;0;0
235;-50350;-75144;8;1;0;0
236;-53150;-75050;11;1;0;0
237;-32150;-74869;7;1;0;0
238;-75850;-74874;9;0;0;0
239;-60500;-74813;21;1;0;0
240;-102700;-74930;14;0;0;0
241;-100550;-75036;20;0;0;0
242;-81600;-75063;16;1;0;0
243;-57450;-74991;14;1;0;0
244;-102600;-75104;32;2;0;0
245;-58000;-75034;22;2;0;0
246;-34600;-74870;14;1;0;0
247;-106650;-74998;39;5;0;0
248;-163200;-75354;147;13;0;0
249;-30800;-75175;5;1;0;0
250;-33600;-75009;10;1;0;0
251;-77300;-75018;48;7;0;0
252;-50350;-74920;8;2;0;0
253;-36800;-74769;9;2;0;0
254;-51200;-74676;5;0;0;0
255;-70000;-74658;5;1;0;0
256;-300050;-75538;97;5;0;0
257;-53550;-75453;7;0;0;0
258;-80750;-75473;23;2;0;0
259;-96600;-75555;25;1;0;0
260;-81000;-75576;27;1;0;0
261;-77200;-75582;34;3;0;0
262;-80250;-75600;13;0;0;0
263;-106350;-75717;38;2;0;0
264;-80100;-75734;16;0;0;0
265;-73700;-75726;7;0;0;0
266;-73750;-75718;8;1;0;0
267;-91400;-75777;29;1;0;0
268;-74250;-75771;11;2;0;0
269;-73250;-75762;7;1;0;0
270;-72050;-75748;8;1;0;0
271;-93050;-75812;23;0;0;0
