Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-127340.0;-127340;64;0;0;0
2;-49140;-88240;6;0;0;0
3;-51200;-75893;7;0;0;0
4;-74830;-75628;15;0;0;0
5;-60700;-72642;18;0;0;0
6;-70490;-72283;9;0;0;0
7;-105710;-77059;31;0;0;0
8;-49700;-73639;5;0;0;0
9;-39400;-69834;23;0;0;0
10;-51190;-67970;6;0;0;0
11;-62320;-67456;24;0;0;0
12;-12280;-62858;22;0;0;1
13;-70500;-63446;7;0;0;0
14;-50800;-62543;6;0;0;0
15;-76980;-63505;26;0;0;0
16;-51900;-62780;7;0;0;0
17;-66690;-63010;34;0;0;0
18;-67840;-63278;37;0;0;0
19;-12380;-60599;8;0;0;0
20;-70450;-61092;7;0;0;0
21;-57900;-60940;23;0;0;0
22;-88580;-62196;44;0;0;0
23;-99510;-63819;41;0;0;1
24;-45120;-63040;22;0;0;1
25;-35320;-61931;12;0;0;0
26;-36700;-60960;23;0;0;0
27;-92680;-62135;17;0;0;1
28;970;-59881;10;0;0;0
29;-35340;-59035;9;0;0;0
30;-31480;-58117;7;0;0;0
31;-54900;-58013;6;0;0;0
32;-50300;-57772;7;0;0;0
33;-56090;-57721;11;0;0;0
34;-51680;-57543;8;0;0;0
35;-48600;-57288;5;0;0;0
36;-73740;-57745;12;0;0;0
37;-57390;-57735;16;0;0;0
38;-81480;-58360;36;0;0;1
39;-50250;-58152;6;0;0;0
40;-70500;-58461;8;0;0;0
41;-29550;-57756;5;0;0;0
42;-53550;-57655;11;0;0;0
43;-71600;-57980;8;0;0;0
44;-71530;-58288;12;0;0;0
45;-50800;-58121;6;0;0;0
46;-68240;-58341;6;0;0;0
47;-82700;-58860;32;0;0;0
48;-38800;-58442;5;0;0;0
49;-71550;-58709;8;0;0;0
50;-71580;-58967;13;0;0;0
51;-116980;-60104;18;0;0;1
52;-68300;-60262;5;0;0;0
53;-51950;-60105;8;0;0;0
54;-71550;-60317;7;0;0;0
55;-74300;-60571;11;0;0;0
56;-69950;-60739;6;0;0;0
57;-68800;-60880;5;0;0;0
58;-66430;-60976;20;0;0;0
59;-72100;-61164;8;0;0;0
60;-48600;-60955;5;0;0;0
61;-51690;-60803;6;0;0;0
62;-136470;-62023;28;1;0;1
63;-69400;-62140;7;0;0;0
64;-68850;-62245;5;0;0;0
65;-72370;-62401;15;1;0;0
66;-68300;-62490;5;0;0;0
67;-38150;-62127;24;0;0;0
68;-68800;-62225;5;0;0;0
69;-54630;-62115;13;0;0;0
