Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-93500.0;-93500;29;2;0;0
2;-51950;-72725;7;0;0;0
3;-71950;-72467;25;2;0;0
4;-147300;-91175;21;1;0;0
5;-78650;-88670;16;1;0;0
6;-78750;-87017;18;3;0;0
7;-52600;-82100;7;1;0;0
8;-28600;-75412;5;2;0;0
9;-80100;-75933;11;1;0;0
10;-136000;-81940;18;3;0;0
11;-47000;-78764;15;0;0;0
12;-63950;-77529;13;0;0;0
13;-96200;-78965;26;1;0;0
14;-127250;-82414;79;3;0;0
15;-78850;-82177;10;0;0;0
16;-52350;-80312;7;2;0;0
17;-109450;-82026;32;1;0;0
18;-159750;-86344;69;3;0;0
19;-87600;-86411;26;3;0;0
20;-110400;-87610;58;8;0;0
21;-127750;-89521;30;5;0;0
22;-109550;-90432;51;2;0;0
23;-49000;-88630;27;4;0;0
24;-53650;-87173;11;3;0;0
25;-51900;-85762;6;1;0;0
26;-77900;-85460;9;0;0;0
27;-72500;-84980;11;1;0;0
28;-73200;-84559;9;1;0;0
29;-69300;-84033;7;2;0;0
30;-89500;-84215;20;2;0;0
31;-59550;-83419;10;0;0;0
32;-51850;-82433;9;1;0;0
33;-98400;-82917;37;5;0;0
34;-60250;-82250;24;2;0;0
35;-47500;-81257;18;0;0;0
36;-101150;-81810;38;2;0;0
37;-77300;-81688;10;0;0;0
38;-49500;-80841;29;2;0;0
39;-76700;-80735;15;2;0;0
40;-71450;-80502;8;1;0;0
41;-72550;-80309;8;1;0;0
42;-109700;-81008;15;0;0;0
43;-52600;-80348;7;1;0;0
44;-33950;-79293;9;1;0;0
45;-76100;-79222;16;3;0;0
46;-72800;-79083;8;1;0;0
47;-74500;-78985;9;1;0;0
48;-72200;-78844;6;1;0;0
49;-78700;-78841;20;4;0;0
50;-49100;-78246;5;1;0;0
51;-94900;-78573;61;6;0;0
52;-57900;-78175;15;3;0;0
53;-186850;-80225;58;2;0;0
54;-50650;-79678;5;0;0;0
55;-79850;-79681;34;1;0;0
56;-117900;-80363;18;3;0;0
57;-99400;-80697;34;5;0;0
58;-114750;-81284;43;3;0;0
59;-51650;-80782;5;0;0;0
60;-72300;-80641;8;2;0;0
61;-128200;-81420;21;2;0;0
62;-40100;-80754;13;0;0;0
63;-51350;-80287;12;2;0;0
64;-127200;-81020;27;0;0;0
65;-48750;-80524;7;3;0;0
66;-50400;-80067;5;0;0;0
67;-157850;-81228;71;2;0;0
68;-73450;-81114;17;0;0;0
69;-39750;-80514;12;1;0;0
70;-141900;-81391;56;5;0;0
71;-81750;-81396;14;2;0;0
72;-28100;-80656;7;0;0;0
73;-50250;-80240;7;1;0;0
74;-45050;-79764;31;2;0;0
75;-153850;-80752;42;1;0;0
76;-65450;-80551;26;6;0;0
77;-72150;-80442;20;0;0;0
78;-43600;-79969;20;3;0;0
79;-70900;-79854;5;0;0;0
80;-75350;-79798;9;1;0;0
81;-87550;-79894;20;0;0;0
82;-55600;-79598;12;2;0;0
83;-86300;-79678;17;1;0;0
84;-76150;-79636;8;0;0;0
85;-71950;-79546;5;0;0;0
86;-52750;-79234;10;3;0;0
87;-66300;-79086;18;2;0;0
88;-76150;-79052;8;0;0;0
89;-74550;-79002;10;2;0;0
90;-74300;-78949;9;1;0;0
91;-171050;-79962;69;7;0;0
92;-50550;-79642;9;1;0;0
93;-56100;-79389;9;1;0;0
94;-75600;-79348;15;2;0;0
95;-72400;-79275;6;1;0;0
96;-70350;-79182;7;2;0;0
97;-96050;-79356;29;0;0;0
98;-77050;-79333;9;0;0;0
99;-75950;-79298;8;0;0;0
100;-89150;-79397;22;1;0;0
101;-73700;-79341;6;0;0;0
102;-71050;-79259;24;0;0;0
103;-207850;-80508;73;6;0;0
104;-380650;-83394;137;7;0;0
105;-66500;-83233;26;4;0;0
106;-76200;-83167;8;0;0;0
107;-73700;-83078;6;0;0;0
108;-92800;-83168;23;0;0;0
109;-106300;-83380;51;2;0;0
110;-86500;-83409;25;1;0;0
111;-92700;-83492;29;1;0;0
112;-71000;-83381;8;2;0;0
113;-53750;-83119;8;1;0;0
114;-78100;-83075;9;0;0;0
115;-57800;-82855;9;0;0;0
116;-51650;-82586;5;0;0;0
117;-36700;-82194;11;2;0;0
118;-53550;-81951;13;1;0;0
119;-51750;-81697;7;1;0;0
120;-48050;-81417;5;1;0;0
121;-74200;-81357;11;0;0;0
122;-93400;-81456;22;2;0;0
123;-70700;-81368;5;0;0;0
