Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-33450.0;-33450;14;0;0;0
2;-31900;-32675;7;0;0;0
3;-80900;-48750;29;0;0;0
4;-42900;-47288;14;0;0;0
5;-23950;-42620;12;0;0;0
6;-32050;-40858;9;0;0;0
7;-38800;-40564;5;0;0;0
8;-42050;-40750;16;0;0;0
9;-42850;-40983;11;0;0;0
10;-38750;-40760;6;0;0;0
11;-38950;-40595;7;0;0;0
12;-33650;-40017;17;0;0;0
13;-50650;-40835;22;0;0;0
14;-40650;-40821;7;0;0;0
15;-39350;-40723;5;0;0;0
16;-39350;-40638;5;0;0;0
17;-38800;-40529;5;0;0;0
18;-51450;-41136;28;0;0;0
19;-35200;-40824;24;0;0;0
20;-37500;-40658;18;0;0;0
21;-32050;-40248;9;0;0;0
22;-41300;-40295;11;0;0;0
23;-42100;-40374;8;0;0;0
24;-43600;-40508;10;0;0;0
25;-31900;-40164;7;0;0;0
26;-29700;-39762;5;0;0;0
27;-33000;-39511;8;0;0;0
28;-41500;-39582;9;0;0;0
29;-38200;-39534;14;0;0;0
30;-40100;-39553;13;0;0;0
31;-43350;-39676;11;0;0;0
32;-41950;-39747;12;0;0;0
33;-59050;-40332;35;0;0;0
34;-39550;-40309;6;0;0;0
35;-25000;-39871;12;0;0;0
36;-40900;-39900;12;0;0;0
37;-45200;-40043;15;0;0;0
38;-31900;-39829;9;0;0;0
39;-39900;-39831;6;0;0;0
40;-43750;-39929;12;0;0;0
41;-46400;-40087;15;0;0;0
42;-29850;-39843;7;0;0;0
43;-45700;-39979;15;0;0;0
44;-13050;-39367;20;1;0;0
45;-38850;-39356;5;0;0;0
46;-32550;-39208;11;0;0;0
47;-39400;-39212;13;0;0;0
48;-48150;-39398;15;0;0;0
49;-40200;-39414;10;0;0;0
50;-39850;-39423;7;0;0;0
51;-25050;-39141;7;0;0;0
52;-31700;-38998;9;0;0;0
53;7800;-38115;6;1;0;0
54;-42650;-38199;8;0;0;0
55;-72350;-38820;26;0;0;0
56;-40450;-38849;6;0;0;0
57;-38750;-38847;6;0;0;0
58;-63900;-39279;42;0;0;0
59;-41000;-39308;7;0;0;0
60;-41550;-39346;7;0;0;0
61;-38600;-39334;19;0;0;0
62;-21300;-39043;10;0;0;0
63;-46650;-39163;14;0;0;0
64;-35150;-39101;14;0;0;0
65;-47600;-39232;18;0;0;0
66;-72900;-39742;32;0;0;0
67;-34650;-39666;12;0;0;0
68;-29950;-39523;6;0;0;0
69;-49100;-39662;17;0;0;0
70;-35150;-39597;12;0;0;0
71;-28650;-39443;14;0;0;0
72;-75350;-39942;41;0;0;0
73;-79850;-40488;41;0;0;0
74;-35850;-40426;11;0;0;0
75;-35000;-40353;12;0;0;0
76;-39550;-40343;6;0;0;0
77;-66300;-40680;36;0;0;0
78;-83400;-41228;23;0;0;0
79;-39950;-41211;6;0;0;0
80;-49150;-41311;20;0;0;0
81;-33000;-41208;8;0;0;0
82;-42950;-41229;20;0;0;0
83;-39850;-41213;7;0;0;0
84;-48600;-41301;15;0;0;0
85;-46250;-41359;13;0;0;0
86;-34700;-41281;10;0;0;0
87;-38800;-41253;5;0;0;0
88;-40500;-41244;7;0;0;0
89;-40450;-41235;15;0;0;0
90;-38950;-41210;19;0;0;0
91;-47200;-41276;17;0;0;0
92;-41500;-41278;11;0;0;0
93;-32950;-41189;10;0;0;0
94;-40250;-41179;8;0;0;0
95;-44450;-41213;14;0;0;0
96;-43050;-41232;9;0;0;0
97;-34400;-41162;20;0;0;0
98;-36350;-41113;12;0;0;0
99;-45200;-41154;17;0;0;0
100;-67100;-41414;24;0;0;0
101;-49750;-41496;33;0;0;0
102;-32650;-41409;13;0;0;0
103;-43200;-41427;9;0;0;0
104;-41150;-41424;9;0;0;0
105;-38200;-41393;19;0;0;0
106;-69150;-41655;68;0;0;0
107;-38800;-41629;5;0;0;0
108;-44300;-41653;10;0;0;0
109;-49400;-41724;21;0;0;0
110;-50150;-41801;17;0;0;0
111;-58850;-41955;31;0;0;0
112;-41250;-41948;12;0;0;0
113;-44200;-41968;16;0;0;0
114;-29700;-41861;5;0;0;0
115;-32900;-41783;9;0;0;0
116;-22850;-41619;8;0;0;0
117;-29450;-41515;9;0;0;0
118;-43600;-41533;14;0;0;0
119;-54550;-41642;37;0;0;0
120;-38300;-41615;5;0;0;0
121;-45200;-41644;15;0;0;0
122;-65000;-41836;47;0;0;0
123;-54050;-41935;26;0;0;0
124;-49150;-41993;24;0;0;0
125;-24150;-41850;7;0;0;0
126;-42900;-41859;33;0;0;0
127;-40400;-41847;8;0;0;0
128;-30450;-41758;6;0;0;0
129;-37550;-41726;36;0;0;0
130;-39300;-41707;15;0;0;0
131;-32650;-41638;10;0;0;0
132;-20650;-41479;6;0;0;0
133;-31500;-41404;11;0;0;0
134;-57100;-41521;38;0;0;0
135;-44800;-41545;33;0;0;0
136;-34600;-41494;11;0;0;0
137;-43450;-41508;10;0;0;0
138;-30950;-41432;8;0;0;0
139;-39000;-41414;7;0;0;0
140;-42150;-41420;13;0;0;0
141;-39450;-41406;9;0;0;0
142;-33750;-41352;11;0;0;0
143;-31200;-41281;9;0;0;0
144;-34100;-41231;14;0;0;0
145;-31700;-41165;9;0;0;0
146;-33100;-41110;14;0;0;0
147;-64000;-41266;29;0;0;0
148;-48200;-41312;16;0;0;0
149;-85250;-41607;71;0;0;0
150;-43800;-41622;10;0;0;0
151;-36450;-41588;18;0;0;0
152;10500;-41245;2;1;0;0
153;-88950;-41557;41;0;0;0
