Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-53880.0;-53880;10;0;0;0
2;-36350;-45115;18;0;0;1
3;-51400;-47210;7;0;0;0
4;-100603;-60558;60;0;0;0
5;-50240;-58495;7;0;0;0
6;-74370;-61140;20;0;0;0
7;-61750;-61228;38;0;0;0
8;-34240;-57854;8;0;0;0
9;-65610;-58716;30;0;0;0
10;-119870;-64831;25;0;0;1
11;-73763;-65643;15;0;0;0
12;-53000;-64590;9;0;0;0
13;-74500;-65352;17;0;0;0
14;-72690;-65876;12;0;0;0
15;-54490;-65117;9;0;0;0
16;-37920;-63417;21;0;0;0
17;-54990;-62922;11;0;0;0
18;-50250;-62218;6;0;0;0
19;-69880;-62621;10;0;0;0
20;-56080;-62294;13;0;0;0
21;-52590;-61832;14;0;0;0
22;-49200;-61258;6;0;0;0
23;-32300;-59999;14;0;0;0
24;-74851;-60617;12;0;0;0
25;-51520;-60253;26;0;0;0
26;-56300;-60101;23;2;0;0
27;-78280;-60775;19;0;0;0
28;-49150;-60360;5;0;0;0
29;-77740;-60959;22;0;0;0
30;-29700;-59917;7;0;0;0
31;-70507;-60259;43;0;0;1
32;-89150;-61161;13;0;0;0
33;-53530;-60930;13;0;0;0
34;-52820;-60692;11;0;0;0
35;-30640;-59833;9;0;0;0
36;-69350;-60097;6;0;0;0
37;-183002;-63419;80;1;0;1
38;-106560;-64554;32;0;0;1
39;-69890;-64691;7;0;0;0
40;-50280;-64331;9;0;0;0
41;-76540;-64629;54;0;0;0
42;-59380;-64504;15;0;0;0
43;-63650;-64484;14;0;0;0
44;-75860;-64742;31;0;0;0
45;-73190;-64930;31;0;0;0
46;-29500;-64160;5;0;0;0
47;-55800;-63982;16;0;0;0
48;-80780;-64332;35;0;0;0
49;-56870;-64180;18;0;0;0
50;-55720;-64011;17;0;0;0
51;-58820;-63909;20;0;0;0
52;-74830;-64119;25;0;0;0
53;-53800;-63924;5;0;0;0
54;-30300;-63301;13;0;0;0
55;-113730;-64218;35;0;0;0
56;-61582;-64171;29;0;0;0
57;-132015;-65361;83;0;0;1
58;-39710;-64919;18;0;0;0
59;-70430;-65013;10;0;0;0
60;-105330;-65685;35;0;0;0
61;-38940;-65246;27;0;0;1
62;-71590;-65348;10;0;0;0
63;-55570;-65193;14;0;0;0
64;-67320;-65226;36;1;0;2
65;-72651;-65341;10;0;0;0
66;-128920;-66304;35;0;0;0
67;-52290;-66095;8;0;0;0
68;-50300;-65863;6;0;0;0
69;-51680;-65657;8;0;0;0
70;-49200;-65422;5;0;0;0
71;-67780;-65455;26;0;0;0
72;-53370;-65287;11;0;0;0
73;-12860;-64569;10;0;0;0
74;-36410;-64189;16;0;0;0
75;-101100;-64681;16;0;0;0
76;-68300;-64728;5;0;0;0
77;-54990;-64602;9;0;0;0
